gencodeId	geneSymbol	chromosome	start	end	strand	tss	description
ENSRNOG00000002364	Rnf112	10	47719013	47725172	-	47725172	ring finger protein 112
ENSRNOG00000002382	Mfap4	10	47765431	47766252	+	47765431	microfibril associated protein 4
ENSRNOG00000002412	Mapk7	10	47766679	47775055	-	47775055	mitogen-activated protein kinase 7
ENSRNOG00000047790	LOC108348055	10	47785032	47792590	+	47785032	B9 domain containing 1
ENSRNOG00000060550	Epn2	10	47795523	47857326	-	47857326	epsin 2
ENSRNOG00000041622	AC134746.1	10	47920337	47920432	+	47920337	
ENSRNOG00000002599	Grap	10	47930632	47949664	+	47930632	GRB2-related adaptor protein
ENSRNOG00000002616	Slc5a10	10	47949773	47997796	-	47997796	solute carrier family 5 member 10
ENSRNOG00000027924	Fam83g	10	47961055	47983593	+	47961055	family with sequence similarity 83, member G
ENSRNOG00000002724	Prpsap2	10	48008801	48044344	-	48044344	phosphoribosyl pyrophosphate synthetase-associated protein 2
ENSRNOG00000002763	Ulk2	10	48050802	48129377	-	48129377	unc-51 like autophagy activating kinase 2
ENSRNOG00000002899	Akap10	10	48150901	48210074	-	48210074	A-kinase anchoring protein 10
ENSRNOG00000054213	U6	10	48166240	48166341	-	48166341	U6 spliceosomal RNA
ENSRNOG00000002903	Specc1	10	48240126	48542292	+	48240126	sperm antigen with calponin homology and coiled-coil domains 1
ENSRNOG00000054498	AABR07029732.1	10	48498063	48498324	+	48498063	
ENSRNOG00000002922	Adora2b	10	48569554	48586365	+	48569554	adenosine A2B receptor
ENSRNOG00000002970	Zswim7	10	48587118	48599208	-	48599208	zinc finger, SWIM-type containing 7
ENSRNOG00000002977	Ttc19	10	48599320	48627374	+	48599320	tetratricopeptide repeat domain 19
ENSRNOG00000055246	Ncor1	10	48629120	48772890	-	48772890	nuclear receptor co-repressor 1
ENSRNOG00000003070	Pigl	10	48773827	48831855	+	48773827	phosphatidylinositol glycan anchor biosynthesis, class L
ENSRNOG00000003086	Cenpv	10	48846727	48860902	-	48860902	centromere protein V
ENSRNOG00000042271	Ubb	10	48881048	48881881	+	48881048	ubiquitin B
ENSRNOG00000055994	AABR07029741.3	10	48890801	48890933	+	48890801	
ENSRNOG00000053082	AABR07029741.1	10	48902726	48902840	+	48902726	
ENSRNOG00000003104	Trpv2	10	48903539	48925030	+	48903539	transient receptor potential cation channel, subfamily V, member 2
ENSRNOG00000057240	Snord49b	10	48927720	48927791	+	48927720	small nucleolar RNA, C/D box 49B
ENSRNOG00000058899	Snord49a	10	48928262	48928334	+	48928262	small nucleolar RNA, C/D box 49A
ENSRNOG00000055640	Snord65	10	48929165	48929237	+	48929165	small nucleolar RNA, C/D box 65
ENSRNOG00000027286	Lrrc75a	10	48930415	48944304	-	48944304	leucine rich repeat containing 75A
ENSRNOG00000003214	AABR07029742.1	10	48987821	48989595	+	48987821	
ENSRNOG00000046598	AABR07029742.2	10	48995520	48995670	+	48995520	
ENSRNOG00000045683	LOC102553715	10	49000972	49001703	+	49000972	microfibril-associated glycoprotein 4-like
ENSRNOG00000047907	LOC100912585	10	49002125	49009156	-	49009156	mitogen-activated protein kinase 7
ENSRNOG00000002462	B9d1	10	49020453	49028069	+	49020453	B9 domain containing 1
ENSRNOG00000003215	Zfp287	10	49135276	49149479	-	49149479	zinc finger protein 287
ENSRNOG00000054015	U6	10	49170432	49170538	-	49170538	U6 spliceosomal RNA
ENSRNOG00000060247	Gm24151	10	49183573	49183707	+	49183573	predicted gene, 24151
ENSRNOG00000003218	Zfp286a	10	49185811	49196177	-	49196177	zinc finger protein 286A
ENSRNOG00000003219	Trim16	10	49231729	49254621	+	49231729	tripartite motif-containing 16
ENSRNOG00000003287	Fbxw10	10	49259193	49296663	+	49259193	F-box and WD repeat domain containing 10
ENSRNOG00000061633	U4	10	49279922	49280037	+	49279922	U4 spliceosomal RNA
ENSRNOG00000050649	Tvp23b	10	49299124	49310400	+	49299124	trans-golgi network vesicle protein 23 homolog B
ENSRNOG00000055459	AABR07029768.2	10	49333515	49335196	-	49335196	
ENSRNOG00000052088	AABR07029768.1	10	49358908	49361446	-	49361446	
ENSRNOG00000003294	Cdrt4	10	49368313	49400193	+	49368313	CMT1A duplicated region transcript 4
ENSRNOG00000027212	Tekt3	10	49472459	49506465	+	49472459	tektin 3
ENSRNOG00000003338	Pmp22	10	49538587	49568583	+	49538587	peripheral myelin protein 22
ENSRNOG00000053841	AABR07029769.1	10	49606562	49622074	-	49622074	
ENSRNOG00000054755	U6	10	50199405	50199511	+	50199405	U6 spliceosomal RNA
ENSRNOG00000003384	Hs3st3b1	10	50366951	50402616	-	50402616	heparan sulfate-glucosamine 3-sulfotransferase 3B1
ENSRNOG00000024972	Cox10	10	50439781	50574539	-	50574539	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
ENSRNOG00000024591	Hs3st3a1	10	50928308	51014562	+	50928308	heparan sulfate-glucosamine 3-sulfotransferase 3A1
ENSRNOG00000003424	Elac2	10	51478377	51501165	+	51478377	elaC ribonuclease Z 2
ENSRNOG00000003603	Arhgap44	10	51502893	51669297	-	51669297	Rho GTPase activating protein 44
ENSRNOG00000003669	Myocd	10	51683539	51778986	-	51778986	myocardin
ENSRNOG00000057038	AABR07029803.1	10	52023214	52028736	-	52028736	
ENSRNOG00000003834	Map2k4	10	52196123	52290657	-	52290657	mitogen activated protein kinase kinase 4
ENSRNOG00000049112	Mir744	10	52244120	52244220	-	52244220	microRNA 744
ENSRNOG00000003981	Zfp18	10	52334239	52348692	+	52334239	zinc finger protein 18
ENSRNOG00000004171	Dnah9	10	52351191	52710862	-	52710862	dynein, axonemal, heavy chain 9
ENSRNOG00000060742	AABR07029809.1	10	52478049	52483325	-	52483325	
ENSRNOG00000029012	Shisa6	10	52749845	53037816	-	53037816	shisa family member 6
ENSRNOG00000037852	Pirt	10	53466869	53481770	+	53466869	phosphoinositide-interacting regulator of transient receptor potential channels
ENSRNOG00000003367	Tmem220	10	53570988	53579321	+	53570988	transmembrane protein 220
ENSRNOG00000003397	Adprm	10	53583275	53595827	-	53595827	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent
ENSRNOG00000028699	Sco1	10	53595853	53608435	+	53595853	synthesis of cytochrome C oxidase 1
ENSRNOG00000046276	Myh3	10	53621374	53645194	+	53621374	myosin heavy chain 3
ENSRNOG00000057964	AABR07029830.1	10	53642754	53642826	+	53642754	
ENSRNOG00000053014	AABR07029831.1	10	53679792	53685916	-	53685916	
ENSRNOG00000049695	Myh4	10	53713937	53848347	+	53713937	myosin heavy chain 4
ENSRNOG00000050042	Myh8	10	53818817	53918524	+	53818817	myosin heavy chain 8
ENSRNOG00000054337	7SK	10	53921195	53921494	+	53921195	7SK RNA
ENSRNOG00000052646	AABR07029836.1	10	53922197	53927575	+	53922197	
ENSRNOG00000049361	Gas7	10	54126485	54236476	+	54126485	growth arrest specific 7
ENSRNOG00000003633	Rcvrn	10	54246249	54253996	+	54246249	recoverin
ENSRNOG00000003683	Glp2r	10	54260289	54323439	-	54323439	glucagon-like peptide 2 receptor
ENSRNOG00000026548	Dhrs7c	10	54352269	54370653	+	54352269	dehydrogenase/reductase 7C
ENSRNOG00000003785	Usp43	10	54406979	54467956	-	54467956	ubiquitin specific peptidase 43
ENSRNOG00000037718	Cfap52	10	54470834	54512169	-	54512169	cilia and flagella associated protein 52
ENSRNOG00000003849	Stx8	10	54512982	54753302	+	54512982	syntaxin 8
ENSRNOG00000003947	Ntn1	10	54761870	54967585	-	54967585	netrin 1
ENSRNOG00000050824	AABR07029842.1	10	54769631	54769754	+	54769631	
ENSRNOG00000023428	Pik3r5	10	55013702	55080421	+	55013702	phosphoinositide-3-kinase, regulatory subunit 5
ENSRNOG00000003992	Pik3r6	10	55085258	55135092	+	55085258	phosphoinositide-3-kinase, regulatory subunit 6
ENSRNOG00000037712	Mfsd6l	10	55138632	55140726	+	55138632	major facilitator superfamily domain containing 6-like
ENSRNOG00000004075	Ccdc42	10	55169281	55181416	+	55169281	coiled-coil domain containing 42
ENSRNOG00000004092	AABR07029847.1	10	55222313	55223627	-	55223627	similar to microfibrillar-associated protein 1
ENSRNOG00000002886	Myh10	10	55275410	55406732	+	55275410	myosin heavy chain 10
ENSRNOG00000004139	Ndel1	10	55411900	55444861	-	55444861	nudE neurodevelopment protein 1-like 1
ENSRNOG00000022964	Rnf222	10	55478297	55484845	+	55478297	ring finger protein 222
ENSRNOG00000004214	Rpl26	10	55492403	55496012	+	55492403	ribosomal protein L26
ENSRNOG00000056979	U6	10	55500031	55500136	+	55500031	U6 spliceosomal RNA
ENSRNOG00000004225	Odf4	10	55510339	55515885	-	55515885	outer dense fiber of sperm tails 4
ENSRNOG00000004566	Arhgef15	10	55532076	55544429	-	55544429	Rho guanine nucleotide exchange factor 15
ENSRNOG00000004668	Slc25a35	10	55555088	55559040	+	55555088	solute carrier family 25, member 35
ENSRNOG00000004980	Rangrf	10	55559082	55560422	-	55560422	RAN guanine nucleotide release factor
ENSRNOG00000005193	Pfas	10	55571117	55589978	-	55589978	phosphoribosylformylglycinamidine synthase
ENSRNOG00000046268	AC126877.1	10	55576265	55576348	-	55576348	
ENSRNOG00000057120	AC129753.3	10	55593660	55593800	+	55593660	
ENSRNOG00000005357	Ctc1	10	55596147	55616889	+	55596147	CST telomere replication complex component 1
ENSRNOG00000055799	AC129753.2	10	55617755	55617870	+	55617755	transfer RNA serine (anticodon AGA) 4
ENSRNOG00000005659	Aurkb	10	55626740	55634991	+	55626740	aurora kinase B
ENSRNOG00000006513	Borcs6	10	55642069	55643923	+	55642069	BLOC-1 related complex subunit 6
ENSRNOG00000006519	Tmem107	10	55653945	55656270	+	55653945	transmembrane protein 107
ENSRNOG00000056054	U8	10	55656404	55656540	+	55656404	U8 small nucleolar RNA
ENSRNOG00000006989	Vamp2	10	55675574	55679450	+	55675574	vesicle-associated membrane protein 2
ENSRNOG00000007387	Per1	10	55687049	55695994	+	55687049	period circadian regulator 1
ENSRNOG00000007391	Hes7	10	55707163	55709687	+	55707163	hes family bHLH transcription factor 7
ENSRNOG00000007454	Aloxe3	10	55712042	55735911	+	55712042	arachidonate lipoxygenase 3
ENSRNOG00000047266	AABR07072133.1	10	55741081	55741177	-	55741177	
ENSRNOG00000022210	Alox12b	10	55744587	55756566	+	55744587	arachidonate 12-lipoxygenase, 12R type
ENSRNOG00000007778	Alox15b	10	55774005	55783489	-	55783489	arachidonate 15-lipoxygenase, type B
ENSRNOG00000007931	Gucy2d	10	55835694	55851235	-	55851235	guanylate cyclase 2D, retinal
ENSRNOG00000055332	U6	10	55854656	55854754	+	55854656	U6 spliceosomal RNA
ENSRNOG00000008270	Cntrob	10	55901900	55924158	-	55924158	centrobin, centriole duplication and spindle assembly protein
ENSRNOG00000037627	Trappc1	10	55924937	55926783	+	55924937	trafficking protein particle complex 1
ENSRNOG00000008480	Kcnab3	10	55927222	55933653	+	55927222	potassium voltage-gated channel subfamily A regulatory beta subunit 3
ENSRNOG00000021540	Rnf227	10	55940532	55941205	+	55940532	ring finger protein 227
ENSRNOG00000009722	Chd3	10	55943445	55965216	-	55965216	chromodomain helicase DNA binding protein 3
ENSRNOG00000057490	AABR07029856.1	10	55950796	55950936	-	55950936	predicted gene, 22442
ENSRNOG00000045742	Cyb5d1	10	55995822	55997299	-	55997299	cytochrome b5 domain containing 1
ENSRNOG00000009823	Naa38	10	55997613	55998371	+	55997613	N(alpha)-acetyltransferase 38, NatC auxiliary subunit
ENSRNOG00000009870	Tmem88	10	55998529	56000225	-	56000225	transmembrane protein 88
ENSRNOG00000037613	Kdm6b	10	56001798	56008885	-	56008885	lysine demethylase 6B
ENSRNOG00000052688	Dnah2	10	56029028	56154548	-	56154548	dynein, axonemal, heavy chain 2
ENSRNOG00000010320	Efnb3	10	56161431	56167426	-	56167426	ephrin B3
ENSRNOG00000010520	Wrap53	10	56169024	56185857	-	56185857	WD repeat containing, antisense to TP53
ENSRNOG00000010756	Tp53	10	56187019	56198449	+	56187019	tumor protein p53
ENSRNOG00000011227	Atp1b2	10	56205624	56211891	-	56211891	ATPase Na+/K+ transporting subunit beta 2
ENSRNOG00000011357	Shbg	10	56219857	56223245	-	56223245	sex hormone binding globulin
ENSRNOG00000011714	Sat2	10	56227691	56229850	+	56227691	spermidine/spermine N1-acetyltransferase family member 2
ENSRNOG00000011876	Fxr2	10	56237754	56257890	+	56237754	FMR1 autosomal homolog 2
ENSRNOG00000012155	Sox15	10	56260513	56261636	+	56260513	SRY-box transcription factor 15
ENSRNOG00000012162	Mpdu1	10	56261731	56267213	-	56267213	mannose-P-dolichol utilization defect 1
ENSRNOG00000037563	Cd68	10	56268719	56270640	-	56270640	Cd68 molecule
ENSRNOG00000030628	Eif4a1	10	56271256	56276764	-	56276764	eukaryotic translation initiation factor 4A1
ENSRNOG00000052115	AC136563.1	10	56272186	56272329	-	56272329	predicted gene, 24029
ENSRNOG00000055390	Gm25835	10	56273200	56273342	-	56273342	predicted gene, 25835
ENSRNOG00000060816	Gm22988	10	56274095	56274238	-	56274238	predicted gene, 22988
ENSRNOG00000013746	Senp3	10	56277614	56286391	-	56286391	SUMO specific peptidase 3
ENSRNOG00000014171	Tnfsf13	10	56286886	56289952	-	56289952	TNF superfamily member 13
ENSRNOG00000045670	Tnfsf12	10	56290779	56300077	-	56300077	TNF superfamily member 12
ENSRNOG00000028834	Polr2a	10	56339283	56365084	-	56365084	RNA polymerase II subunit A
ENSRNOG00000014519	Slc35g3	10	56366608	56368360	-	56368360	solute carrier family 35, member G3
ENSRNOG00000014689	Zbtb4	10	56381812	56385960	+	56381812	zinc finger and BTB domain containing 4
ENSRNOG00000014698	Chrnb1	10	56390670	56403188	-	56403188	cholinergic receptor nicotinic beta 1 subunit
ENSRNOG00000014882	Fgf11	10	56403255	56409017	-	56409017	fibroblast growth factor 11
ENSRNOG00000015057	Tmem102	10	56410917	56412544	-	56412544	transmembrane protein 102
ENSRNOG00000058939	Spem2	10	56424163	56426012	-	56426012	SPEM family member 2
ENSRNOG00000062068	AABR07029862.2	10	56426135	56426680	-	56426680	
ENSRNOG00000015419	Spem1	10	56428343	56429833	-	56429833	spermatid maturation 1
ENSRNOG00000015430	Nlgn2	10	56431572	56444847	-	56444847	neuroligin 2
ENSRNOG00000037540	Tmem256	10	56445646	56447138	+	56445646	transmembrane protein 256
ENSRNOG00000027914	Plscr3	10	56453876	56458390	+	56453876	phospholipid scramblase 3
ENSRNOG00000015578	Tnk1	10	56459107	56465393	-	56465393	tyrosine kinase, non-receptor, 1
ENSRNOG00000043507	Tmem95	10	56487416	56488723	-	56488723	transmembrane protein 95
ENSRNOG00000015669	Kctd11	10	56489551	56491715	-	56491715	potassium channel tetramerization domain containing 11
ENSRNOG00000015674	Acap1	10	56492299	56506446	-	56506446	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
ENSRNOG00000061400	U2	10	56507121	56507244	-	56507244	U2 spliceosomal RNA
ENSRNOG00000015975	LOC497940	10	56507552	56511583	-	56511583	similar to RIKEN cDNA 2810408A11
ENSRNOG00000016109	Neurl4	10	56512614	56524229	+	56512614	neuralized E3 ubiquitin protein ligase 4
ENSRNOG00000016360	Gps2	10	56524467	56526987	+	56524467	G protein pathway suppressor 2
ENSRNOG00000016478	Eif5a	10	56527084	56531483	-	56531483	eukaryotic translation initiation factor 5A
ENSRNOG00000055817	AABR07029863.1	10	56530518	56530554	+	56530518	
ENSRNOG00000058245	AABR07029863.3	10	56530568	56530842	-	56530842	
ENSRNOG00000017117	Ybx2	10	56546709	56551863	+	56546709	Y box binding protein 2
ENSRNOG00000017226	Slc2a4	10	56552982	56558487	-	56558487	solute carrier family 2 member 4
ENSRNOG00000061193	AABR07029863.4	10	56561389	56561878	+	56561389	cofilin-1-like
ENSRNOG00000017325	Cldn7	10	56576427	56578626	+	56576427	claudin 7
ENSRNOG00000027628	Elp5	10	56578984	56591291	-	56591291	elongator acetyltransferase complex subunit 5
ENSRNOG00000057661	AABR07029863.2	10	56590718	56590839	+	56590718	
ENSRNOG00000017352	Ctdnep1	10	56591364	56600232	+	56591364	CTD nuclear envelope phosphatase 1
ENSRNOG00000017417	Gabarap	10	56601287	56604221	+	56601287	GABA type A receptor-associated protein
ENSRNOG00000017657	Phf23	10	56605139	56609233	+	56605139	PHD finger protein 23
ENSRNOG00000017915	Dvl2	10	56610050	56619269	+	56610050	dishevelled segment polarity protein 2
ENSRNOG00000018114	Acadvl	10	56619302	56624526	-	56624526	acyl-CoA dehydrogenase, very long chain
ENSRNOG00000035519	Mir324	10	56621123	56621212	+	56621123	microRNA 324
ENSRNOG00000018526	Dlg4	10	56627410	56653599	+	56627410	discs large MAGUK scaffold protein 4
ENSRNOG00000018693	Asgr1	10	56662241	56666086	+	56662241	asialoglycoprotein receptor 1
ENSRNOG00000054223	AABR07029866.1	10	56684852	56685059	-	56685059	protein transport protein Sec61 subunit gamma pseudogene
ENSRNOG00000030726	Asgr2	10	56710463	56723611	+	56710463	asialoglycoprotein receptor 2
ENSRNOG00000018715	Clec10a	10	56764926	56769457	+	56764926	C-type lectin domain containing 10A
ENSRNOG00000018748	Slc16a11	10	56822755	56826479	+	56822755	solute carrier family 16, member 11
ENSRNOG00000018785	Slc16a13	10	56827593	56831243	-	56831243	solute carrier family 16, member 13
ENSRNOG00000059956	Bcl6b	10	56834363	56839437	-	56839437	BCL6B, transcription repressor
ENSRNOG00000036260	Mir497	10	56844976	56845045	+	56844976	microRNA 497
ENSRNOG00000035638	Mir195	10	56845300	56845382	+	56845300	microRNA 195
ENSRNOG00000018829	RGD1308134	10	56845387	56848368	-	56848368	similar to RIKEN cDNA 1110020A23
ENSRNOG00000018881	Rnasek	10	56849255	56850085	-	56850085	ribonuclease K
ENSRNOG00000027037	Alox12	10	56851733	56864005	-	56864005	arachidonate 12-lipoxygenase, 12S type
ENSRNOG00000019074	Alox12e	10	56927675	56935141	-	56935141	arachidonate 12-lipoxygenase, epidermal
ENSRNOG00000019183	Alox15	10	56953690	56962161	-	56962161	arachidonate 15-lipoxygenase
ENSRNOG00000019268	Pelp1	10	56988051	57005272	-	57005272	proline, glutamate and leucine rich protein 1
ENSRNOG00000019308	Arrb2	10	57040266	57048134	+	57040266	arrestin, beta 2
ENSRNOG00000019384	Med11	10	57057607	57059403	+	57057607	mediator complex subunit 11
ENSRNOG00000026647	Cxcl16	10	57060006	57064481	-	57064481	C-X-C motif chemokine ligand 16
ENSRNOG00000019477	Zmynd15	10	57064600	57071096	+	57064600	zinc finger, MYND-type containing 15
ENSRNOG00000019510	Tm4sf5	10	57111906	57118299	+	57111906	transmembrane 4 L six family member 5
ENSRNOG00000026508	Vmo1	10	57120498	57121584	-	57121584	vitelline membrane outer layer 1 homolog
ENSRNOG00000026488	Gltpd2	10	57125960	57128686	+	57125960	glycolipid transfer protein domain containing 2
ENSRNOG00000019551	Psmb6	10	57131385	57133637	+	57131385	proteasome 20S subunit beta 6
ENSRNOG00000057566	AABR07029878.1	10	57152400	57159493	-	57159493	translocase of outer mitochondrial membrane 7 homolog
ENSRNOG00000019604	Pld2	10	57163173	57179730	+	57163173	phospholipase D2
ENSRNOG00000033508	Mink1	10	57185346	57238531	+	57185346	misshapen-like kinase 1
ENSRNOG00000003777	Chrne	10	57238945	57243435	-	57243435	cholinergic receptor nicotinic epsilon subunit
ENSRNOG00000042847	LOC687707	10	57239992	57240947	+	57239992	hypothetical protein LOC687707
ENSRNOG00000031315	Rpl36al	10	57251252	57251573	+	57251252	ribosomal protein L36a-like
ENSRNOG00000025959	Gp1ba	10	57260679	57263546	+	57260679	glycoprotein Ib platelet subunit alpha
ENSRNOG00000003815	Slc25a11	10	57265703	57268081	-	57268081	solute carrier family 25 member 11
ENSRNOG00000003879	Rnf167	10	57268374	57272660	+	57268374	ring finger protein 167
ENSRNOG00000003975	Pfn1	10	57273004	57275708	-	57275708	profilin 1
ENSRNOG00000004078	Eno3	10	57278306	57283653	+	57278306	enolase 3
ENSRNOG00000004246	Spag7	10	57284988	57291146	-	57291146	sperm associated antigen 7
ENSRNOG00000004283	Camta2	10	57291191	57309298	-	57309298	calmodulin binding transcription activator 2
ENSRNOG00000037418	Inca1	10	57309971	57317985	-	57317985	inhibitor of CDK, cyclin A1 interacting protein 1
ENSRNOG00000031364	Kif1c	10	57322330	57351353	+	57322330	kinesin family member 1C
ENSRNOG00000058504	U6	10	57329869	57329973	+	57329869	U6 spliceosomal RNA
ENSRNOG00000005009	Zfp3	10	57386227	57394471	+	57386227	zinc finger protein 3
ENSRNOG00000037409	Scimp	10	57415831	57436368	-	57436368	SLP adaptor and CSK interacting membrane protein
ENSRNOG00000005015	Rabep1	10	57462446	57579898	+	57462446	rabaptin, RAB GTPase binding effector protein 1
ENSRNOG00000006126	Nup88	10	57581827	57606171	-	57606171	nucleoporin 88
ENSRNOG00000006913	Rpain	10	57606649	57613747	+	57606649	RPA interacting protein
ENSRNOG00000006949	C1qbp	10	57613878	57618527	-	57618527	complement C1q binding protein
ENSRNOG00000007054	Dhx33	10	57622021	57638485	-	57638485	DEAH-box helicase 33
ENSRNOG00000055466	Derl2	10	57644206	57653359	-	57653359	derlin 2
ENSRNOG00000007725	Mis12	10	57660066	57660687	+	57660066	MIS12 kinetochore complex component
ENSRNOG00000059827	LOC691995	10	57669529	57671080	-	57671080	hypothetical protein LOC691995
ENSRNOG00000056638	AC095695.1	10	57675945	57676053	-	57676053	
ENSRNOG00000023143	Nlrp1a	10	57692473	57822498	-	57822498	NLR family, pyrin domain containing 1A
ENSRNOG00000048125	AABR07029890.1	10	57836930	57837602	-	57837602	
ENSRNOG00000057233	AABR07029890.2	10	57854596	57854728	-	57854728	
ENSRNOG00000061278	7SK	10	57895724	57895967	+	57895724	7SK RNA
ENSRNOG00000055441	AABR07029895.1	10	57929689	57952082	-	57952082	
ENSRNOG00000007869	Wscd1	10	58332587	58371196	+	58332587	WSC domain containing 1
ENSRNOG00000055989	Gm22927	10	58429014	58429146	-	58429146	predicted gene, 22927
ENSRNOG00000053970	AABR07029901.1	10	58515131	58518500	-	58518500	
ENSRNOG00000007889	Aipl1	10	58599855	58608907	-	58608907	aryl hydrocarbon receptor-interacting protein-like 1
ENSRNOG00000008040	Pimreg	10	58613673	58618514	+	58613673	PICALM interacting mitotic regulator
ENSRNOG00000008323	Pitpnm3	10	58618644	58693754	-	58693754	PITPNM family member 3
ENSRNOG00000014027	RGD1304728	10	58729305	58771908	-	58771908	similar to 4933427D14Rik protein
ENSRNOG00000014072	Txndc17	10	58776791	58779764	+	58776791	thioredoxin domain containing 17
ENSRNOG00000014618	Med31	10	58780596	58784374	-	58784374	mediator complex subunit 31
ENSRNOG00000014865	LOC100912483	10	58784659	58785043	+	58784659	uncharacterized LOC100912483
ENSRNOG00000014870	Slc13a5	10	58810057	58834538	-	58834538	solute carrier family 13 member 5
ENSRNOG00000044501	5S_rRNA	10	58847755	58847866	+	58847755	5S ribosomal RNA
ENSRNOG00000037371	Xaf1	10	58860939	58873674	+	58860939	XIAP associated factor 1
ENSRNOG00000014953	Fbxo39	10	58875825	58878445	+	58875825	F-box protein 39
ENSRNOG00000014973	Tekt1	10	58895673	58924137	-	58924137	tektin 1
ENSRNOG00000015157	Smtnl2	10	58951841	58973020	-	58973020	smoothelin-like 2
ENSRNOG00000015210	Ggt6	10	58995555	58998033	+	58995555	gamma-glutamyl transferase 6
ENSRNOG00000015236	Mybbp1a	10	59000396	59010427	+	59000396	MYB binding protein 1a
ENSRNOG00000057040	Spns2	10	59010903	59049482	-	59049482	sphingolipid transporter 2
ENSRNOG00000015873	Spns3	10	59057788	59112788	-	59112788	sphingolipid transporter 3
ENSRNOG00000059449	Metazoa_SRP	10	59151683	59151907	+	59151683	Metazoan signal recognition particle RNA
ENSRNOG00000010041	Ube2g1	10	59173267	59254453	+	59173267	ubiquitin-conjugating enzyme E2G 1
ENSRNOG00000016212	Ankfy1	10	59259954	59331669	+	59259954	ankyrin repeat and FYVE domain containing 1
ENSRNOG00000024553	Cyb5d2	10	59344469	59360661	-	59360661	cytochrome b5 domain containing 2
ENSRNOG00000024535	Zzef1	10	59360764	59496422	+	59360764	zinc finger ZZ-type and EF-hand domain containing 1
ENSRNOG00000055502	U1	10	59447514	59447678	+	59447514	U1 spliceosomal RNA
ENSRNOG00000017912	Atp2a3	10	59529784	59560433	+	59529784	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
ENSRNOG00000046639	Itgae	10	59539404	59711874	+	59539404	integrin subunit alpha E
ENSRNOG00000017606	P2rx1	10	59566222	59581325	+	59566222	purinergic receptor P2X 1
ENSRNOG00000018242	Camkk1	10	59585071	59608165	+	59585071	calcium/calmodulin-dependent protein kinase kinase 1
ENSRNOG00000018550	Ncbp3	10	59613397	59643111	+	59613397	nuclear cap binding subunit 3
ENSRNOG00000048660	Haspin	10	59695912	59698168	-	59698168	histone H3 associated protein kinase
ENSRNOG00000062293	AABR07072145.1	10	59714097	59714563	-	59714563	
ENSRNOG00000019208	P2rx5	10	59725397	59737126	+	59725397	purinergic receptor P2X 5
ENSRNOG00000019352	Emc6	10	59741771	59743315	-	59743315	ER membrane protein complex subunit 6
ENSRNOG00000019357	Tax1bp3	10	59743543	59748062	+	59743543	Tax1 binding protein 3
ENSRNOG00000028688	Ctns	10	59749255	59764868	-	59764868	cystinosin, lysosomal cystine transporter
ENSRNOG00000019458	Shpk	10	59765257	59789678	+	59765257	sedoheptulokinase
ENSRNOG00000019486	Trpv1	10	59799122	59824208	+	59799122	transient receptor potential cation channel, subfamily V, member 1
ENSRNOG00000019606	Trpv3	10	59831240	59860987	+	59831240	transient receptor potential cation channel, subfamily V, member 3
ENSRNOG00000019659	Aspa	10	59839851	59892960	-	59892960	aspartoacylase
ENSRNOG00000037307	Spata22	10	59879849	59911051	+	59879849	spermatogenesis associated 22
ENSRNOG00000052661	Olr1467	10	59923200	59935049	+	59923200	olfactory receptor 1467
ENSRNOG00000052919	Olr1468	10	59956944	60126696	-	60126696	olfactory receptor 1468
ENSRNOG00000056175	Olr1470	10	59983758	60006037	-	60006037	olfactory receptor 1470
ENSRNOG00000061453	Olr1471	10	60020194	60032218	-	60032218	olfactory receptor 1471
ENSRNOG00000057831	AABR07029918.1	10	60043847	60199975	+	60043847	
ENSRNOG00000060650	AABR07029925.1	10	60143175	60275762	-	60275762	
ENSRNOG00000055982	Olr1470	10	60219850	60220954	+	60219850	olfactory receptor 1470
ENSRNOG00000052636	Olr1482	10	60231026	60236447	+	60231026	olfactory receptor 1482
ENSRNOG00000055055	Olr1486	10	60308367	60309306	-	60309306	olfactory receptor 1486
ENSRNOG00000029537	Olr1491	10	60352159	60406203	-	60406203	olfactory receptor 1491
ENSRNOG00000046651	Olr1488	10	60363587	60364526	+	60363587	olfactory receptor 1488
ENSRNOG00000050244	Olr1490	10	60391613	60392552	+	60391613	olfactory receptor 1490
ENSRNOG00000054729	Olr1492	10	60427816	60428755	-	60428755	olfactory receptor 1492
ENSRNOG00000058040	Olr1493	10	60455039	60455966	+	60455039	olfactory receptor gene Olr1493
ENSRNOG00000051799	Olfr390	10	60496863	60497769	+	60496863	olfactory receptor 390
ENSRNOG00000056846	LOC100909578	10	60503534	60504467	-	60504467	olfactory receptor 1496
ENSRNOG00000019814	AABR07029933.1	10	60536122	60537060	+	60536122	olfactory receptor pseudogene 1497
ENSRNOG00000055339	Olr1498	10	60541471	60542410	-	60542410	olfactory receptor 1498
ENSRNOG00000061111	Olr1499	10	60572193	60573129	-	60573129	olfactory receptor 1499
ENSRNOG00000054103	AABR07029938.1	10	60611383	60612278	+	60611383	
ENSRNOG00000057597	LOC687881	10	60625406	60626346	-	60626346	similar to olfactory receptor 394
